ID,Clinic Name,Clinic URL,Telephone Number,Fax Number,Address,Opening Hours
3411,PROJECT MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44521,63164012,68871540,"1 AYER CHAWAN PLACE, SINGAPORE 627871",24 Hour
3412,PROSTHO DENTAL OFFICE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48181,69086909,98311680,"101 IRRAWADDY ROAD, ROYAL SQUARE MEDICAL CENTRE, #17-07 SINGAPORE 329565",Monday to Friday : 09:00 am to 06:00 pm
3413,PROTON THERAPY SG,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47731,67087887,67087898,"1 BIOPOLIS DRIVE, AMNIOS, #B1-01 SINGAPORE 138622",
3414,PROTON THERAPY SG,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47902,67087887,67087898,"1 BIOPOLIS DRIVE, AMNIOS, #01-01 SINGAPORE 138622",
3415,PROVIDENCE CLINIC @ HILLFORD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45904,63140970,63140970,"182 JALAN JURONG KECHIL, THE HILLFORD, #01-65 SINGAPORE 596152",
3416,PROVIDENCE CLINIC @ NOVENA,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47408,62550063,62550063,"1 GOLDHILL PLAZA, GOLDHILL PLAZA, #01-29 SINGAPORE 308899",
3417,PROVIDENCE CLINIC @ REDHILL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=43530,64710301,64710301,"BLK 86 REDHILL CLOSE, #01-598 SINGAPORE 150086","Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:30 pm | Chinese New Year (27/01/2020) : 09:00 am to 12:30 pm | Monday : 09:00 am to 04:00 pm, 07:00 pm to 09:00 pm | Tuesday : 09:00 am to 04:00 pm, 07:00 pm to 09:00 pm | Wednesday : 09:00 am to 04:00 pm | Thursday : 09:00 am to 04:00 pm, 07:00 pm to 09:00 pm | Friday : 09:00 am to 04:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed"
3418,PROVIDENCE MEDICAL CENTRE PTE. LTD.,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22070,62262232,65362232,"8 CROSS STREET, MANULIFE TOWER, #01-02/03 SINGAPORE 048424",Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pm | Monday to Friday : 08:30 am to 05:30 pm | Saturday : 09:00 am to 12:30 pm | Sunday and Public Holiday : Closed
3419,PROVIDENCE ORTHOPAEDICS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42151,68842330,66842320,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #08-54 SINGAPORE 329563",Monday to Friday : 09:00 am to 06:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday and Public Holiday : Closed
3420,PROVIDENTIA DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48529,63390010,63390010,"24 HOLLAND GROVE ROAD, PARKSUITES, #01-09/10 SINGAPORE 278803",
3421,PROVIDENTIA MEDICAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48528,63390010,63390010,"24 HOLLAND GROVE ROAD, PARKSUITES, #01-09/10 SINGAPORE 278803",
3422,PRUDENCE FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44452,62515512,62515518,"BLK 512 BISHAN STREET 13, #01-524 SINGAPORE 570512","Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pm | Monday and Wednesday : 08:30 am to 02:30 pm, 06:30 pm to 10:30 pm | Tuesday and Thursday : 08:30 am to 02:30 pm | Friday and Sunday : 08:30 am to 02:30 pm, 06:30 pm to 10:30 pm | Saturday : 08:30 am to 02:30 pm"
3423,PS TAN DIGESTIVE & LIVER CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47121,62358233,62358238,"3 MOUNT ELIZABETH, MOUNT ELIZABETH HOSPITAL, #16-02 SINGAPORE 228510",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 08:30 am to 12:30 pm
3424,PSALMS FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22080,67583309,67583309,"293 YISHUN ST 22, #01-217 SINGAPORE 760293","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 04:00 pm | Saturday : 08:30 am to 01:00 pm | Sunday and Public Holiday : Closed"
3425,PSYCHIATRIC CARE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22090,67335565,67336567,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #05-48 SINGAPORE 329563",Monday to Friday : 09:00 am to 05:00 pm
3426,PTL SPINE & ORTHOPAEDICS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44790,67347005,67345574,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #07-34 SINGAPORE 329563",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm
3427,PUBLIC MEDICAL CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22110,67556539,67552320,"664 YISHUN AVE 4, #01-275 SINGAPORE 760664","Eve of Lunar New Year (04/02/2019) : 08:30 am to 12:30 pm | Monday to Thursday : 08:30 am to 12:30 pm, 02:30 pm to 04:30 pm, 07:00 pm to 09:00 pm | Friday : 08:30 am to 12:30 pm, 02:30 pm to 04:30 pm | Saturday : 09:00 am to 12:00 pm | Sunday and Public Holiday : Closed"
3428,PULAU BUKOM CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22120,62634951,62635684,"PULAU BUKOM, SINGAPORE 903808",
3429,PULSE CLINIC PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46860,62724145,62724145,"BLK 38 BEO CRESCENT, THE BEO CRESCENT, #01-32 SINGAPORE 160038","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm"
3430,PULSE MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47623,69745919,69745908,"118A NEIL ROAD, SINGAPORE 088854",
3431,PUNGGOL FAMILY CLINIC PTE. LTD.,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22130,63439989,63439979,"BLK 322 SUMANG WALK, MULTI STOREY CAR PARK, #01-03 SINGAPORE 820322","Public Holiday : Closed | Monday to Friday : 08:30 am to 02:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 08:30 am to 02:00 pm"
3432,PUNGGOL RIPPLES FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44432,65383707,66361500,"BLK 211D PUNGGOL WALK, #01-667 SINGAPORE 824211",Monday : 02:00 pm to 04:00 pm | Monday to Saturday : 09:00 am to 12:00 pm | Thursday : 02:00 pm to 04:00 pm | Sunday : Closed
3433,PURE DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40481,94387600,67828223,"BLK 138 TAMPINES STREET 11, #01-140 SINGAPORE 521138",
3434,PURE DENTAL STUDIO,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45091,62800150,67828223,"BLK 508 BISHAN STREET 11, #01-386 SINGAPORE 570508",
3435,PURE MEDICAL AESTHETICS CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45718,97213043,64754992,"BLK 8 EMPRESS ROAD, FARRER GARDENS, #01-09 SINGAPORE 260008",
3436,PURE NZ DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44872,64630257,91062268,"62 JALAN JURONG KECHIL, JK BUILDING, SINGAPORE 598584",
3437,PW DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47801,67372662,67372662,"435 ORCHARD ROAD, WISMA ATRIA, #15-02 SINGAPORE 238877",
3438,PWEE HOCK SWEE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22140,67346433,67346433,"3 MT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #11-02 SINGAPORE 228510","Monday and Saturday : 11:00 am to 01:00 pm, 01:30 pm to 03:00 pm"
3439,Q & M DENTAL CENTRE (BALESTIER) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47950,67059888,67786781,"627 BALESTIER ROAD, SINGAPORE 329916",
3440,Q & M DENTAL CENTRE (BUGIS),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41251,68372292,63377309,"200 VICTORIA STREET, BUGIS JUNCTION, #02-28 SINGAPORE 188021","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3441,Q & M DENTAL CENTRE (JURONG EAST CENTRAL),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22320,64250398,64251726,"50 JURONG GATEWAY ROAD, JEM, #03-24 SINGAPORE 608549","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3442,Q & M DENTAL CENTRE (JURONG EAST) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47800,69803999,67786781,"2 JURONG EAST STREET 21, IMM BUILDING, #02-61A SINGAPORE 609601",
3443,Q & M DENTAL CENTRE (KIM SENG) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47945,67059888,67786781,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #03-117 SINGAPORE 237994",
3444,Q & M DENTAL CENTRE (NORTH BRIDGE) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47900,67059888,69799295,"107 NORTH BRIDGE ROAD, FUNAN MALL, #B1-37/38 SINGAPORE 179105",
3445,Q & M DENTAL CENTRE (NOVENA),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44361,62582623,62587363,"238 THOMSON ROAD, NOVENA SQUARE, #02-47 SINGAPORE 307683","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3446,Q & M DENTAL CENTRE (ORCHARD CENTRAL),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47626,62356496,67327533,"181 ORCHARD ROAD, ORCHARD CENTRAL, #04-16 SINGAPORE 238896",
3447,Q & M DENTAL CENTRE (ORCHARD) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=39160,67322633,67327533,"181 ORCHARD ROAD, ORCHARD CENTRAL, #04-14/19 SINGAPORE 238896","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3448,Q & M DENTAL CENTRE (RIVER VALLEY) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47094,62354261,62354262,"19 HOOT KIAM ROAD, SINGAPORE 249401",
3449,Q & M DENTAL CENTRE PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=37270,65091133,65093881,"180 KITCHENER ROAD, CITY SQUARE MALL, #B1-13/14 SINGAPORE 208539","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3450,Q & M DENTAL SURGERY (ADMIRALTY) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22210,63653903,63651379,"BLK 717 WOODLANDS DRIVE 70, #01-114 SINGAPORE 730717","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3451,Q & M DENTAL SURGERY (ALEXANDRA ROAD) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48119,67059888,67786781,"370 ALEXANDRA ROAD, ANCHORPOINT SHOPPING CENTRE, #B1-42 SINGAPORE 159953",
3452,Q & M DENTAL SURGERY (ALJUNIED) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47871,67487730,67786781,"BLK 113 ALJUNIED AVENUE 2, #01-11 SINGAPORE 380113",
3453,Q & M DENTAL SURGERY (ANG MO KIO CENTRAL) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22220,65543363,65541215,"BLK 726 ANG MO KIO AVENUE 6, #01-4148 SINGAPORE 560726","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3454,Q & M DENTAL SURGERY (ANG MO KIO) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47953,67059888,67786781,"BLK 316B ANG MO KIO STREET 31, TECK GHEE VISTA, #01-07 SINGAPORE 563316",
3455,Q & M DENTAL SURGERY (BEDOK CENTRAL),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42080,68760533,68760082,"BLK 219 BEDOK CENTRAL, MULTI STOREY CAR PARK, #01-136 SINGAPORE 460219","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3456,Q & M DENTAL SURGERY (BEDOK RESERVOIR) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47759,69803902,67786781,"BLK 632 BEDOK RESERVOIR ROAD, EUNOS GROVE, #01-842 SINGAPORE 470632",
3457,Q & M DENTAL SURGERY (BEDOK),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45015,63846288,63846088,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #02-01 SINGAPORE 467360",
3458,Q & M DENTAL SURGERY (BISHAN),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45379,62555228,62555220,"502 BISHAN STREET 11, #01-350 SINGAPORE 570502",
3459,Q & M DENTAL SURGERY (BOON LAY MRT),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40291,67913323,67929882,"BLK 301 BOON LAY WAY, BOON LAY MRT STATION, #01-05 SINGAPORE 649846","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3460,Q & M DENTAL SURGERY (BOON LAY) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48172,67059888,67786781,"BLK 216 BOON LAY AVENUE, MULTI STOREY CAR PARK, #01-02 SINGAPORE 640216",
3461,Q & M DENTAL SURGERY (BRADDELL),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44520,63581098,63580082,"BLK 111 LORONG 1 TOA PAYOH, #01-360 SINGAPORE 310111","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3462,Q & M DENTAL SURGERY (BT BATOK CENTRAL),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44656,65693239,65692163,"BLK 634 BUKIT BATOK CENTRAL, #01-112 SINGAPORE 650634","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3463,Q & M DENTAL SURGERY (BT BATOK) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22240,66654233,65640821,"151 BT BATOK ST 11, #01-252 SINGAPORE 650151","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3464,Q & M DENTAL SURGERY (BT PANJANG) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22250,67663363,67637056,"BLK 257 BANGKIT RD, #01-47 SINGAPORE 670257","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3465,Q & M DENTAL SURGERY (BT TIMAH) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22260,64663393,64661733,"3A CHEONG CHIN NAM ROAD, SINGAPORE 599728","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3466,Q & M DENTAL SURGERY (BUANGKOK MRT),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44379,63156882,63152392,"10 SENGKANG CENTRAL, BUANGKOK MRT STATION, #01-01 SINGAPORE 545061","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3467,Q & M DENTAL SURGERY (BUKIT BATOK WEST),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47863,69797786,67786781,"BLK 467 BUKIT BATOK WEST AVENUE 9, MULTI STOREY CAR PARK, #01-02 SINGAPORE 650467",
3468,Q & M DENTAL SURGERY (CANBERRA) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47758,65183115,67786781,"BLK 126 CANBERRA STREET, MULTI STOREY CAR PARK, #01-03 SINGAPORE 750126",
3469,Q & M DENTAL SURGERY (CHOA CHU KANG) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47940,67059888,67786781,"21 CHOA CHU KANG AVENUE 4, LOT ONE, SHOPPERS' MALL, #B1-06 SINGAPORE 689812",
3470,Q & M DENTAL SURGERY (CLEMENTI CENTRAL) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22280,68723633,67783512,"BLK 450 CLEMENTI AVE 3, #01-291 SINGAPORE 120450","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3471,Q & M DENTAL SURGERY (CLEMENTI WEST) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47001,62611752,62611792,"BLK 725 CLEMENTI WEST STREET 2, #01-206 SINGAPORE 120725","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3472,Q & M DENTAL SURGERY (CLEMENTI) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=32900,67782768,67789295,"321 CLEMENTI AVENUE 3, 321 CLEMENTI, #02-02 SINGAPORE 129905",
3473,Q & M DENTAL SURGERY (ELIAS MALL) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34541,65848793,65830828,"BLK 625 ELIAS ROAD, ELIAS MALL, #02-308 SINGAPORE 510625","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3474,Q & M DENTAL SURGERY (EUNOS MRT),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42394,67498518,67495185,"30 EUNOS CRESCENT, EUNOS MRT STATION, #01-14/15 SINGAPORE 409423","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3475,Q & M DENTAL SURGERY (GEYLANG),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47425,67412071,67413701,"1 LORONG 22 GEYLANG, GRANDVIEW SUITES, #01-01 SINGAPORE 398664",
3476,Q & M DENTAL SURGERY (GOMBAK MRT) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34742,65621161,65697490,"802 BUKIT BATOK WEST AVENUE 5, BUKIT GOMBAK MRT STATION, #01-09 SINGAPORE 659083","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3477,Q & M DENTAL SURGERY (GOMBAK) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34542,65693120,65697229,"BLK 371 BUKIT BATOK STREET 31, #01-302 SINGAPORE 650371","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3478,Q & M DENTAL SURGERY (HAVELOCK ROAD),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47073,66945271,66945272,"BLK 51 HAVELOCK ROAD, HAVELOCK VIEW, #01-03 SINGAPORE 161051",
3479,Q & M DENTAL SURGERY (HOLLAND VILLAGE),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40970,68923913,68926995,"200 HOLLAND AVENUE, HOLLAND VILLAGE MRT STATION, #B1-19 SINGAPORE 278995","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3480,Q & M DENTAL SURGERY (HOUGANG CENTRAL) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42520,63862663,63870266,"BLK 810 HOUGANG CENTRAL, #01-230/232 SINGAPORE 530810","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 06:00 pm, 06:00 pm to 09:00 pm"
3481,Q & M DENTAL SURGERY (HOUGANG MALL) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34543,62825500,63850768,"90 HOUGANG AVENUE 10, HOUGANG MALL, #04-07 SINGAPORE 538766","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3482,Q & M DENTAL SURGERY (HOUGANG),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45555,63862339,63862267,"1187 UPPER SERANGOON ROAD, THE MIDTOWN, #01-55 SINGAPORE 533971",
3483,Q & M DENTAL SURGERY (JELAPANG) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22310,68912668,67692669,"524A JELAPANG ROAD, GREENRIDGE SHOPPING CENTRE, #02-15 SINGAPORE 671524","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3484,Q & M DENTAL SURGERY (JURONG WEST ST 51),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48019,67059888,67786781,"BLK 501 JURONG WEST STREET 51, #01-261 SINGAPORE 640501",
3485,Q & M DENTAL SURGERY (JURONG WEST).,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45660,67921811,67921311,"1 JURONG WEST CENTRAL 2, JURONG POINT SHOPPING CENTRE JP1, #B1A-20D SINGAPORE 648886",
3486,Q & M DENTAL SURGERY (JURONG) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47724,69803868,67786781,"BLK 353 JURONG EAST STREET 31, YUHUA PLACE, #01-107 SINGAPORE 600353",
3487,Q & M DENTAL SURGERY (KALLANG),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34690,65471833,67433913,"4 LORONG 1 GEYLANG, SINGAPORE 389116",
3488,Q & M DENTAL SURGERY (KEAT HONG),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48232,67059888,67786781,"BLK 253 CHOA CHU KANG AVENUE 1, KEAT HONG SHOPPING CENTRE, #01-08 SINGAPORE 680253",
3489,Q & M DENTAL SURGERY (KHATIB) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22340,68523363,67560126,"BLK 846 YISHUN RING RD, #01-3613 SINGAPORE 760846","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3490,Q & M DENTAL SURGERY (KIM TIAN) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47860,69797668,67786781,"BLK 126 KIM TIAN ROAD, KIM TIAN GREEN, #01-03 SINGAPORE 160126",
3491,Q & M DENTAL SURGERY (KOVAN) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46975,62463956,62463967,"BLK 203 HOUGANG STREET 21, #01-87 SINGAPORE 530203","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3492,Q & M DENTAL SURGERY (MARINE PARADE),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40601,63461882,63457330,"BLK 85 MARINE PARADE CENTRAL, #01-664 SINGAPORE 440085","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
3493,Q & M DENTAL SURGERY (MARSILING) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=31880,63656500,63686700,"BLK 304 WOODLANDS STREET 31, #01-121/123 SINGAPORE 730304","Monday to Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
